source,Target,Weight
Netherlands,United States of America,16
New Zealand,Australia,13
Nicaragua,Belgium,5
Nicaragua,Belize,7
Nicaragua,Brazil,5
Nicaragua,Canada,133
Nicaragua,Costa Rica,9984
Nicaragua,Denmark,5
Nicaragua,El Salvador,5
Nicaragua,Finland,16
Nicaragua,France,8
Nicaragua,Germany,52
Nicaragua,Guatemala,67
Nicaragua,Honduras,53
Nicaragua,Ireland,5
Nicaragua,Italy,11
Nicaragua,Mexico,802
Nicaragua,Netherlands,5
Nicaragua,Norway,14
Nicaragua,Panama,287
Nicaragua,Peru,5
Nicaragua,Spain,3750
Nicaragua,Sweden,366
Nicaragua,Switzerland,5
Nicaragua,United Kingdom of Great Britain and Northern Ireland,45
Nicaragua,United States of America,3894
Niger,Algeria,44
Niger,Belgium,62
Niger,Cameroon,176
Niger,France,123
Niger,Germany,55
Niger,Greece,22
Niger,Italy,41
Niger,Libya,6
Niger,Luxembourg,5
Niger,Malta,10
Niger,Mauritania,5
Niger,Morocco,5
Niger,Netherlands,32
Niger,Nigeria,1430
Niger,Russian Federation,7
Niger,Spain,5
Niger,Switzerland,27
Niger,Tunisia,5
Niger,Ukraine,5
Niger,United Kingdom of Great Britain and Northern Ireland,6
Niger,United States of America,53
Nigeria,Algeria,81
Nigeria,Australia,249
Nigeria,Austria,193
Nigeria,Belgium,140
Nigeria,Benin,5
Nigeria,Brazil,152
Nigeria,Bulgaria,5
Nigeria,Canada,2304
Nigeria,Chad,26
Nigeria,China,15
Nigeria,Cote d'Ivoire,5
Nigeria,Croatia,5
Nigeria,Cyprus,370
Nigeria,Czechia,12
Nigeria,Denmark,20
Nigeria,Egypt,65
Nigeria,Estonia,5
Nigeria,Finland,74
Nigeria,France,6747
Nigeria,Georgia,24
Nigeria,Germany,4223
Nigeria,Greece,204
Nigeria,Guinea,7
Nigeria,Iceland,98
Nigeria,India,201
Nigeria,Ireland,299
Nigeria,Israel,35
Nigeria,Italy,3151
Nigeria,Lebanon,36
Nigeria,Lesotho,5
Nigeria,Libya,38
Nigeria,Luxembourg,15
Nigeria,Malaysia,6
Nigeria,Malta,215
Nigeria,Mauritania,41
Nigeria,Mexico,9
Nigeria,Morocco,171
Nigeria,Netherlands,729
Nigeria,Niger,13
Nigeria,Norway,17
Nigeria,Peru,10
Nigeria,Philippines,5
Nigeria,Poland,17
Nigeria,Portugal,42
Nigeria,Rep. of Korea,147
Nigeria,Romania,11
Nigeria,Russian Federation,13
Nigeria,Senegal,5
Nigeria,South Africa,263
Nigeria,Spain,278
Nigeria,Sri Lanka,5
Nigeria,Sweden,592
Nigeria,Switzerland,145
Nigeria,Thailand,5
Nigeria,Trinidad and Tobago,12
Nigeria,Tunisia,20
Nigeria,Ukraine,78
Nigeria,United Kingdom of Great Britain and Northern Ireland,1238
Nigeria,United States of America,3711
Nigeria,Uruguay,12
North Macedonia,Australia,29
North Macedonia,Austria,13
North Macedonia,Belgium,89
North Macedonia,Denmark,5
North Macedonia,France,426
North Macedonia,Germany,823
North Macedonia,Iceland,10
North Macedonia,Israel,31
North Macedonia,Italy,9
North Macedonia,Netherlands,62
North Macedonia,Serbia and Kosovo: S/RES/1244 (1999),5
North Macedonia,Sweden,116
North Macedonia,Switzerland,30
North Macedonia,United Kingdom of Great Britain and Northern Ireland,5
North Macedonia,United States of America,40
Norway,Canada,5
Norway,Germany,9
Oman,United Kingdom of Great Britain and Northern Ireland,15
Oman,United States of America,13
Pakistan,Afghanistan,5
Pakistan,Australia,947
Pakistan,Austria,187
Pakistan,Azerbaijan,32
Pakistan,Belarus,5
Pakistan,Belgium,167
Pakistan,Bosnia and Herzegovina,22
Pakistan,Brazil,35
Pakistan,Bulgaria,85
Pakistan,Canada,963
Pakistan,China,5
Pakistan,Colombia,5
Pakistan,Croatia,34
Pakistan,Cyprus,492
Pakistan,Denmark,41
Pakistan,Finland,22
Pakistan,France,5147
Pakistan,Georgia,28
Pakistan,Germany,1755
Pakistan,Greece,6877
Pakistan,Hungary,24
Pakistan,Iceland,23
Pakistan,Ireland,181
Pakistan,Italy,5457
Pakistan,Latvia,5
Pakistan,Lebanon,6
Pakistan,Luxembourg,7
Pakistan,Madagascar,61
Pakistan,Malaysia,295
Pakistan,Malta,6
Pakistan,Mexico,6
Pakistan,Montenegro,23
Pakistan,Morocco,5
Pakistan,Nepal,8
Pakistan,Netherlands,297
Pakistan,North Macedonia,33
Pakistan,Norway,47
Pakistan,Philippines,15
Pakistan,Poland,20
Pakistan,Portugal,23
Pakistan,Rep. of Korea,303
Pakistan,Romania,204
Pakistan,Russian Federation,10
Pakistan,Senegal,10
Pakistan,Slovakia,5
Pakistan,Slovenia,501
Pakistan,South Africa,115
Pakistan,Spain,822
Pakistan,Sri Lanka,62
Pakistan,Sweden,519
Pakistan,Switzerland,66
Pakistan,Thailand,91
Pakistan,Uganda,14
Pakistan,Ukraine,5
Pakistan,United Kingdom of Great Britain and Northern Ireland,1848
Pakistan,United States of America,993
Palestinian,Albania,5
Palestinian,Algeria,13
Palestinian,Argentina,5
Palestinian,Australia,93
Palestinian,Belgium,788
Palestinian,Bolivia (Plurinational State of),5
Palestinian,Bosnia and Herzegovina,5
Palestinian,Brazil,16
Palestinian,Canada,193
Palestinian,Cyprus,22
Palestinian,France,214
Palestinian,Georgia,8
Palestinian,Germany,308
Palestinian,Ghana,5
Palestinian,Greece,1299
Palestinian,Iceland,150
Palestinian,Indonesia,22
Palestinian,Iraq,85
Palestinian,Ireland,13
Palestinian,Italy,41
Palestinian,Lebanon,14
Palestinian,Libya,219
Palestinian,Luxembourg,21
Palestinian,Malaysia,16
Palestinian,Mauritania,24
Palestinian,Montenegro,11
Palestinian,Morocco,138
Palestinian,Netherlands,17
Palestinian,New Zealand,5
Palestinian,Nigeria,13
Palestinian,Philippines,5
Palestinian,Portugal,5
Palestinian,Romania,61
Palestinian,Saudi Arabia,13
Palestinian,Serbia and Kosovo: S/RES/1244 (1999),121
Palestinian,Slovenia,10
Palestinian,Spain,171
Palestinian,Sweden,910
Palestinian,Thailand,5
Palestinian,Tunisia,7
Palestinian,United Kingdom of Great Britain and Northern Ireland,286
Palestinian,United States of America,16
Panama,Costa Rica,5
Panama,Mexico,66
Panama,Spain,48
Panama,United States of America,31
Papua New Guinea,Australia,218
Paraguay,Argentina,12
Paraguay,Brazil,36
Paraguay,Greece,5
Paraguay,Spain,367
Paraguay,United States of America,23
Peru,Argentina,13
Peru,Australia,9
Peru,Belgium,32
Peru,Bolivia (Plurinational State of),21
Peru,Brazil,79
Peru,Canada,62
Peru,Costa Rica,7
Peru,Denmark,5
Peru,Ecuador,16
Peru,France,110
Peru,Germany,16
Peru,Greece,5
Peru,Israel,8
Peru,Italy,735
Peru,Malta,5
Peru,Mexico,51
Peru,Netherlands,7
Peru,Norway,12
Peru,Paraguay,5
Peru,Rep. of Korea,5
Peru,Spain,5162
Peru,Sweden,223
Peru,Trinidad and Tobago,5
Peru,United Kingdom of Great Britain and Northern Ireland,7
Peru,United States of America,618
Peru,Uruguay,5
Philippines,Australia,574
Philippines,Austria,9
Philippines,Belgium,5
Philippines,Brazil,26
Philippines,Canada,65
Philippines,Cyprus,40
Philippines,France,10
Philippines,Georgia,5
Philippines,Germany,7
Philippines,Greece,10
Philippines,Ireland,5
Philippines,Italy,38
Philippines,Lebanon,22
Philippines,Netherlands,8
Philippines,New Zealand,11
Philippines,Rep. of Korea,154
Philippines,Russian Federation,5
Philippines,Spain,5
Philippines,Sweden,29
Philippines,United Kingdom of Great Britain and Northern Ireland,231
Philippines,United States of America,171
Poland,Australia,15
Poland,Germany,6
Poland,Norway,5
Poland,United Kingdom of Great Britain and Northern Ireland,5
Poland,United States of America,134
Portugal,Australia,9
Portugal,Brazil,12
Portugal,Mexico,5
Portugal,New Zealand,5
Portugal,United States of America,44
Qatar,United Kingdom of Great Britain and Northern Ireland,9
Rep. of Korea,Australia,75
Rep. of Korea,Brazil,25
Rep. of Korea,Germany,7
Rep. of Korea,Sweden,5
Rep. of Korea,Switzerland,5
Rep. of Korea,United States of America,62
Rep. of Moldova,Austria,18
Rep. of Moldova,Belarus,5
Rep. of Moldova,Belgium,171
Rep. of Moldova,Cyprus,5
Rep. of Moldova,Czechia,51
Rep. of Moldova,France,1888
Rep. of Moldova,Germany,2248
Rep. of Moldova,Greece,36
Rep. of Moldova,Iceland,7
Rep. of Moldova,Israel,75
Rep. of Moldova,Italy,56
Rep. of Moldova,Luxembourg,5
Rep. of Moldova,Netherlands,32
Rep. of Moldova,Poland,5
Rep. of Moldova,Romania,5
Rep. of Moldova,Russian Federation,8
Rep. of Moldova,Spain,31
Rep. of Moldova,Sweden,16
Rep. of Moldova,Switzerland,36
Rep. of Moldova,Ukraine,5
Rep. of Moldova,United States of America,236
Romania,Australia,5
Romania,Austria,5
Romania,Belgium,5
Romania,Canada,116
Romania,Denmark,5
Romania,Germany,5
Romania,Iceland,10
Romania,Israel,6
Romania,Mexico,5
Romania,Rep. of Moldova,5
Romania,Sweden,5
Romania,Switzerland,5
Romania,United Kingdom of Great Britain and Northern Ireland,7
Romania,United States of America,446
Russian Federation,Argentina,8
Russian Federation,Armenia,5
Russian Federation,Australia,35
Russian Federation,Austria,493
Russian Federation,Belarus,28
Russian Federation,Belgium,328
Russian Federation,Bosnia and Herzegovina,5
Russian Federation,Brazil,5
Russian Federation,Bulgaria,6
Russian Federation,Canada,5
Russian Federation,Croatia,5
Russian Federation,Cyprus,9
Russian Federation,Czechia,38
Russian Federation,Denmark,38
Russian Federation,Estonia,14
Russian Federation,Finland,224
Russian Federation,France,3426
Russian Federation,Georgia,64
Russian Federation,Germany,2729
Russian Federation,Greece,33
Russian Federation,Hungary,5
Russian Federation,Iceland,12
Russian Federation,Ireland,6
Russian Federation,Israel,325
Russian Federation,Italy,52
Russian Federation,Latvia,12
Russian Federation,Lithuania,88
Russian Federation,Luxembourg,7
Russian Federation,Malta,5
Russian Federation,Mexico,5
Russian Federation,Montenegro,9
Russian Federation,Netherlands,198
Russian Federation,New Zealand,11
Russian Federation,Norway,82
Russian Federation,Poland,1685
Russian Federation,Rep. of Korea,1064
Russian Federation,Serbia and Kosovo: S/RES/1244 (1999),5
Russian Federation,Slovenia,7
Russian Federation,Spain,457
Russian Federation,Sweden,474
Russian Federation,Switzerland,68
Russian Federation,Ukraine,87
Russian Federation,United Kingdom of Great Britain and Northern Ireland,384
Russian Federation,United States of America,3379
Rwanda,Australia,8
Rwanda,Belgium,199
Rwanda,Benin,5
Rwanda,Cameroon,16
Rwanda,Canada,199
Rwanda,Congo,72
Rwanda,Cyprus,5
Rwanda,Denmark,5
Rwanda,Ecuador,5
Rwanda,Finland,11
Rwanda,France,351
Rwanda,Germany,117
Rwanda,Ghana,5
Rwanda,Greece,5
Rwanda,Kenya,120
Rwanda,Malawi,526
Rwanda,Mozambique,164
Rwanda,Netherlands,5
Rwanda,Norway,5
Rwanda,Rep. of Korea,8
Rwanda,Romania,5
Rwanda,South Africa,27
Rwanda,Sweden,70
Rwanda,Togo,7
Rwanda,Uganda,578
Rwanda,United Kingdom of Great Britain and Northern Ireland,22
Rwanda,United Rep. of Tanzania,5
Rwanda,United States of America,346
Rwanda,Zambia,7
Rwanda,Zimbabwe,22
Saint Kitts and Nevis,United Kingdom of Great Britain and Northern Ireland,5
Saint Lucia,Canada,7
Saint Lucia,United Kingdom of Great Britain and Northern Ireland,26
Saint Vincent and the Grenadines,Canada,12
Saint Vincent and the Grenadines,United Kingdom of Great Britain and Northern Ireland,14
Samoa,Australia,49
Samoa,New Zealand,5
Saudi Arabia,Australia,30
Saudi Arabia,Brazil,5
Saudi Arabia,Canada,40
Saudi Arabia,France,17
Saudi Arabia,Germany,13
Saudi Arabia,Netherlands,9
Saudi Arabia,United Kingdom of Great Britain and Northern Ireland,69
Saudi Arabia,United States of America,120
Senegal,Argentina,46
Senegal,Austria,8
Senegal,Belgium,119
Senegal,Brazil,121
Senegal,Cameroon,5
Senegal,Canada,79
Senegal,Cyprus,5
Senegal,Denmark,5
Senegal,France,2684
Senegal,Germany,187
Senegal,Greece,98
Senegal,Iceland,5
Senegal,India,11
Senegal,Italy,679
Senegal,Luxembourg,10
Senegal,Malta,41
Senegal,Mauritania,73
Senegal,Mexico,13
Senegal,Morocco,294
Senegal,Netherlands,51
Senegal,Norway,5
Senegal,Portugal,79
Senegal,Rep. of Korea,16
Senegal,Romania,5
Senegal,South Africa,28
Senegal,Spain,727
Senegal,Sweden,46
Senegal,Switzerland,16
Senegal,Tunisia,13
Senegal,Ukraine,5
Senegal,United Kingdom of Great Britain and Northern Ireland,40
Senegal,United States of America,125
Senegal,Uruguay,18
Serbia and Kosovo: S/RES/1244 (1999),Australia,6
Serbia and Kosovo: S/RES/1244 (1999),Austria,89
Serbia and Kosovo: S/RES/1244 (1999),Belgium,204
Serbia and Kosovo: S/RES/1244 (1999),Croatia,10
Serbia and Kosovo: S/RES/1244 (1999),Czechia,10
Serbia and Kosovo: S/RES/1244 (1999),Denmark,12
Serbia and Kosovo: S/RES/1244 (1999),Finland,5
Serbia and Kosovo: S/RES/1244 (1999),France,3276
Serbia and Kosovo: S/RES/1244 (1999),Germany,1852
Serbia and Kosovo: S/RES/1244 (1999),Greece,5
Serbia and Kosovo: S/RES/1244 (1999),Ireland,13
Serbia and Kosovo: S/RES/1244 (1999),Israel,38
Serbia and Kosovo: S/RES/1244 (1999),Italy,168
Serbia and Kosovo: S/RES/1244 (1999),Liechtenstein,5
Serbia and Kosovo: S/RES/1244 (1999),Luxembourg,5
Serbia and Kosovo: S/RES/1244 (1999),Netherlands,160
Serbia and Kosovo: S/RES/1244 (1999),Norway,28
Serbia and Kosovo: S/RES/1244 (1999),Slovenia,24
Serbia and Kosovo: S/RES/1244 (1999),Spain,9
Serbia and Kosovo: S/RES/1244 (1999),Sweden,446
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,135
Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,16
Serbia and Kosovo: S/RES/1244 (1999),United States of America,265
Sierra Leone,Algeria,15
Sierra Leone,Australia,5
Sierra Leone,Belgium,23
Sierra Leone,Brazil,5
Sierra Leone,China,5
Sierra Leone,Croatia,5
Sierra Leone,Cyprus,123
Sierra Leone,Finland,5
Sierra Leone,France,372
Sierra Leone,Germany,226
Sierra Leone,Ghana,5
Sierra Leone,Greece,130
Sierra Leone,Guinea,2065
Sierra Leone,India,5
Sierra Leone,Ireland,22
Sierra Leone,Italy,70
Sierra Leone,Malaysia,5
Sierra Leone,Malta,27
Sierra Leone,Mauritania,22
Sierra Leone,Mexico,7
Sierra Leone,Morocco,42
Sierra Leone,Netherlands,75
Sierra Leone,Portugal,21
Sierra Leone,Rep. of Korea,6
Sierra Leone,Spain,24
Sierra Leone,Sweden,22
Sierra Leone,Switzerland,6
Sierra Leone,Tunisia,37
Sierra Leone,Ukraine,5
Sierra Leone,United Kingdom of Great Britain and Northern Ireland,181
Sierra Leone,United States of America,95
Singapore,Australia,19
Singapore,United Kingdom of Great Britain and Northern Ireland,8
Slovakia,Switzerland,5
Slovakia,United Kingdom of Great Britain and Northern Ireland,6
Slovakia,United States of America,5
Solomon Islands,Australia,87
Somalia,Australia,52
Somalia,Austria,705
Somalia,Bangladesh,8
Somalia,Belgium,747
Somalia,Brazil,6
Somalia,Bulgaria,5
Somalia,Canada,36
Somalia,China,11
Somalia,Cyprus,113
Somalia,Dem. Rep. of the Congo,5
Somalia,Denmark,129
Somalia,Djibouti,12
Somalia,Egypt,421
Somalia,Eswatini,64
Somalia,Ethiopia,5
Somalia,Finland,465
Somalia,France,3644
Somalia,Germany,3049
Somalia,Ghana,5
Somalia,Greece,1620
Somalia,Iceland,62
Somalia,India,47
Somalia,Indonesia,17
Somalia,Ireland,172
Somalia,Italy,760
Somalia,Kenya,1002
Somalia,Kuwait,5
Somalia,Lesotho,7
Somalia,Libya,480
Somalia,Liechtenstein,5
Somalia,Luxembourg,13
Somalia,Malawi,7
Somalia,Malaysia,164
Somalia,Malta,147
Somalia,Mexico,14
Somalia,Morocco,15
Somalia,Mozambique,402
Somalia,Netherlands,237
Somalia,Niger,31
Somalia,Norway,60
Somalia,Pakistan,5
Somalia,Philippines,14
Somalia,Poland,6
Somalia,Romania,110
Somalia,Rwanda,12
Somalia,Saudi Arabia,13
Somalia,Serbia and Kosovo: S/RES/1244 (1999),5
Somalia,South Africa,207
Somalia,Spain,53
Somalia,Sudan,52
Somalia,Sweden,863
Somalia,Switzerland,288
Somalia,Syrian Arab Rep.,14
Somalia,Thailand,10
Somalia,Tunisia,23
Somalia,Uganda,6658
Somalia,Ukraine,47
Somalia,United Kingdom of Great Britain and Northern Ireland,348
Somalia,United States of America,75
Somalia,Zambia,179
South Africa,Australia,143
South Africa,Brazil,23
South Africa,Canada,74
South Africa,Ecuador,5
South Africa,France,64
South Africa,Georgia,7
South Africa,Germany,15
South Africa,Ireland,212
South Africa,Israel,31
South Africa,Netherlands,5
South Africa,New Zealand,8
South Africa,Rep. of Korea,22
South Africa,Sweden,26
South Africa,United Kingdom of Great Britain and Northern Ireland,90
South Africa,United States of America,224
South Sudan,Australia,22
South Sudan,Belgium,5
South Sudan,Burundi,7
South Sudan,Central African Rep.,5
South Sudan,Egypt,941
South Sudan,Ethiopia,44
South Sudan,France,9
South Sudan,Germany,21
South Sudan,Greece,14
South Sudan,India,11
South Sudan,Italy,7
South Sudan,Liberia,5
South Sudan,Libya,77
South Sudan,Malaysia,5
South Sudan,Malta,45
South Sudan,Morocco,377
South Sudan,Netherlands,8
South Sudan,Tunisia,5
South Sudan,Uganda,1679
South Sudan,United Kingdom of Great Britain and Northern Ireland,47
South Sudan,United States of America,33
South Sudan,Zambia,10
Spain,Belgium,5
Spain,Brazil,8
Spain,Finland,5
Spain,Germany,6
Spain,Mexico,7
Spain,Peru,6
Spain,Sweden,5
Spain,United States of America,68
Sri Lanka,Australia,923
Sri Lanka,Austria,23
Sri Lanka,Belgium,63
Sri Lanka,Brazil,15
Sri Lanka,Canada,322
Sri Lanka,Cyprus,112
Sri Lanka,Denmark,12
Sri Lanka,Ecuador,5
Sri Lanka,Finland,15
Sri Lanka,France,2758
Sri Lanka,Georgia,5
Sri Lanka,Germany,213
Sri Lanka,Greece,79
Sri Lanka,Indonesia,38
Sri Lanka,Israel,134
Sri Lanka,Italy,82
Sri Lanka,Lebanon,10
Sri Lanka,Lithuania,5
Sri Lanka,Luxembourg,5
Sri Lanka,Malaysia,58
Sri Lanka,Netherlands,42
Sri Lanka,New Zealand,25
Sri Lanka,Norway,17
Sri Lanka,Poland,14
Sri Lanka,Rep. of Korea,105
Sri Lanka,Romania,75
Sri Lanka,Slovakia,11
Sri Lanka,Slovenia,15
Sri Lanka,Spain,5
Sri Lanka,Sweden,74
Sri Lanka,Switzerland,468
Sri Lanka,Thailand,7
Sri Lanka,Turks and Caicos Islands,16
Sri Lanka,Ukraine,10
Sri Lanka,United Kingdom of Great Britain and Northern Ireland,554
Sri Lanka,United States of America,373
Stateless,Australia,429
Stateless,Belgium,5
Stateless,Bulgaria,24
Stateless,Canada,34
Stateless,Croatia,5
Stateless,Czechia,11
Stateless,Denmark,169
Stateless,Finland,22
Stateless,France,297
Stateless,Germany,358
Stateless,Greece,126
Stateless,Iceland,8
Stateless,Netherlands,66
Stateless,Norway,145
Stateless,Poland,15
Stateless,Romania,33
Stateless,Russian Federation,28
Stateless,Spain,7
Stateless,Sweden,818
Stateless,Switzerland,5
Stateless,Ukraine,17
Stateless,United Kingdom of Great Britain and Northern Ireland,1215
Sudan,Algeria,12
Sudan,Australia,95
Sudan,Austria,12
Sudan,Belgium,66
Sudan,Benin,7
Sudan,Brazil,15
Sudan,Cameroon,5
Sudan,Canada,172
Sudan,Chad,82
Sudan,Denmark,12
Sudan,Egypt,4537
Sudan,Ethiopia,52
Sudan,Finland,8
Sudan,France,2161
Sudan,Germany,325
Sudan,Ghana,5
Sudan,Greece,70
Sudan,India,26
Sudan,Indonesia,7
Sudan,Iraq,28
Sudan,Ireland,15
Sudan,Israel,13
Sudan,Italy,303
Sudan,Jordan,28
Sudan,Kenya,256
Sudan,Lebanon,528
Sudan,Libya,3985
Sudan,Luxembourg,21
Sudan,Malaysia,11
Sudan,Malta,444
Sudan,Mauritania,5
Sudan,Mexico,6
Sudan,Morocco,36
Sudan,Netherlands,166
Sudan,New Zealand,5
Sudan,Niger,411
Sudan,Nigeria,5
Sudan,Norway,24
Sudan,Philippines,7
Sudan,Portugal,7
Sudan,Rep. of Korea,15
Sudan,Romania,6
Sudan,Russian Federation,16
Sudan,Rwanda,92
Sudan,Slovenia,11
Sudan,Spain,20
Sudan,Sweden,184
Sudan,Switzerland,44
Sudan,Syrian Arab Rep.,6
Sudan,Tunisia,30
Sudan,Uganda,150
Sudan,Ukraine,6
Sudan,United Kingdom of Great Britain and Northern Ireland,2204
Sudan,United Rep. of Tanzania,8
Sudan,United States of America,161
Suriname,Belgium,44
Suriname,Brazil,5
Suriname,France,29
Suriname,Netherlands,17
Suriname,United States of America,5
Syrian Arab Rep.,Albania,7
Syrian Arab Rep.,Algeria,336
Syrian Arab Rep.,Angola,5
Syrian Arab Rep.,Argentina,17
Syrian Arab Rep.,Armenia,24
Syrian Arab Rep.,Australia,47
Syrian Arab Rep.,Austria,5121
Syrian Arab Rep.,Azerbaijan,13
Syrian Arab Rep.,Belarus,17
Syrian Arab Rep.,Belgium,1725
Syrian Arab Rep.,Bosnia and Herzegovina,10
Syrian Arab Rep.,Brazil,33
Syrian Arab Rep.,Bulgaria,1089
Syrian Arab Rep.,Canada,65
Syrian Arab Rep.,Cote d'Ivoire,8
Syrian Arab Rep.,Croatia,68
Syrian Arab Rep.,Cyprus,1811
Syrian Arab Rep.,Czechia,22
Syrian Arab Rep.,Denmark,379
Syrian Arab Rep.,Ecuador,9
Syrian Arab Rep.,Estonia,6
Syrian Arab Rep.,Ethiopia,19
Syrian Arab Rep.,Finland,83
Syrian Arab Rep.,France,2899
Syrian Arab Rep.,Georgia,20
Syrian Arab Rep.,Germany,40570
Syrian Arab Rep.,Ghana,17
Syrian Arab Rep.,Greece,9724
Syrian Arab Rep.,Guinea,17
Syrian Arab Rep.,Hungary,9
Syrian Arab Rep.,Iceland,70
Syrian Arab Rep.,India,33
Syrian Arab Rep.,Indonesia,5
Syrian Arab Rep.,Ireland,51
Syrian Arab Rep.,Italy,62
Syrian Arab Rep.,Kuwait,22
Syrian Arab Rep.,Kyrgyzstan,8
Syrian Arab Rep.,Latvia,12
Syrian Arab Rep.,Liberia,15
Syrian Arab Rep.,Libya,2245
Syrian Arab Rep.,Lithuania,9
Syrian Arab Rep.,Luxembourg,305
Syrian Arab Rep.,Malaysia,102
Syrian Arab Rep.,Mali,21
Syrian Arab Rep.,Malta,133
Syrian Arab Rep.,Mauritania,50
Syrian Arab Rep.,Mexico,7
Syrian Arab Rep.,Montenegro,10
Syrian Arab Rep.,Netherlands,4154
Syrian Arab Rep.,Niger,5
Syrian Arab Rep.,Nigeria,137
Syrian Arab Rep.,North Macedonia,23
Syrian Arab Rep.,Norway,572
Syrian Arab Rep.,Paraguay,6
Syrian Arab Rep.,Philippines,13
Syrian Arab Rep.,Poland,43
Syrian Arab Rep.,Portugal,5
Syrian Arab Rep.,Rep. of Korea,19
Syrian Arab Rep.,Rep. of Moldova,5
Syrian Arab Rep.,Romania,1464
Syrian Arab Rep.,Russian Federation,218
Syrian Arab Rep.,Saudi Arabia,877
Syrian Arab Rep.,Serbia and Kosovo: S/RES/1244 (1999),670
Syrian Arab Rep.,Slovakia,43
Syrian Arab Rep.,Slovenia,61
Syrian Arab Rep.,Somalia,12
Syrian Arab Rep.,Spain,400
Syrian Arab Rep.,Sweden,1856
Syrian Arab Rep.,Switzerland,904
Syrian Arab Rep.,Thailand,11
Syrian Arab Rep.,Togo,6
Syrian Arab Rep.,Trinidad and Tobago,8
Syrian Arab Rep.,Uganda,8
Syrian Arab Rep.,Ukraine,102
Syrian Arab Rep.,United Arab Emirates,74
Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,1791
Syrian Arab Rep.,United Rep. of Tanzania,5
Syrian Arab Rep.,United States of America,265
Syrian Arab Rep.,Uruguay,5
Syrian Arab Rep.,Venezuela (Bolivarian Republic of),29
Syrian Arab Rep.,Yemen,12
Syrian Arab Rep.,Zambia,5
Tajikistan,Austria,25
Tajikistan,Croatia,5
Tajikistan,Czechia,5
Tajikistan,Estonia,5
Tajikistan,France,70
Tajikistan,Georgia,5
Tajikistan,Germany,506
Tajikistan,Iceland,5
Tajikistan,Lithuania,62
Tajikistan,Mexico,6
Tajikistan,Netherlands,19
Tajikistan,Poland,107
Tajikistan,Rep. of Korea,6
Tajikistan,Rep. of Moldova,10
Tajikistan,Romania,5
Tajikistan,Russian Federation,39
Tajikistan,Spain,5
Tajikistan,Sweden,145
Tajikistan,Switzerland,5
Tajikistan,Ukraine,75
Tajikistan,United Kingdom of Great Britain and Northern Ireland,5
Tajikistan,United States of America,104
Thailand,Australia,1448
Thailand,Brazil,6
Thailand,Denmark,6
Thailand,France,12
Thailand,Germany,16
Thailand,Israel,5
Thailand,Rep. of Korea,117
Thailand,South Africa,17
Thailand,Sweden,30
Thailand,United Kingdom of Great Britain and Northern Ireland,50
Thailand,United States of America,71
Timor-Leste,Australia,318
Togo,Algeria,8
Togo,Belgium,68
Togo,Brazil,28
Togo,Cameroon,7
Togo,Costa Rica,5
Togo,Cyprus,7
Togo,France,221
Togo,Germany,158
Togo,Ghana,8
Togo,Greece,91
Togo,Ireland,19
Togo,Italy,67
Togo,Lebanon,5
Togo,Mauritania,85
Togo,Mexico,18
Togo,Morocco,6
Togo,Netherlands,5
Togo,Niger,13
Togo,Nigeria,5
Togo,Portugal,7
Togo,Rep. of Korea,5
Togo,Slovenia,5
Togo,Spain,7
Togo,Sweden,5
Togo,Switzerland,13
Togo,Tunisia,5
Togo,United Kingdom of Great Britain and Northern Ireland,22
Togo,United States of America,128
Tonga,Australia,439
Trinidad and Tobago,Canada,5
Trinidad and Tobago,Germany,6
Trinidad and Tobago,Netherlands,5
Trinidad and Tobago,United Kingdom of Great Britain and Northern Ireland,51
Trinidad and Tobago,United States of America,47
Tunisia,Austria,161
Tunisia,Belgium,64
Tunisia,Bosnia and Herzegovina,5
Tunisia,Brazil,14
Tunisia,Bulgaria,16
Tunisia,Canada,5
Tunisia,Croatia,10
Tunisia,Czechia,10
Tunisia,Denmark,23
Tunisia,Finland,5
Tunisia,France,406
Tunisia,Germany,518
Tunisia,Greece,44
Tunisia,Iceland,6
Tunisia,Ireland,5
Tunisia,Italy,1021
Tunisia,Luxembourg,34
Tunisia,Malta,12
Tunisia,Montenegro,5
Tunisia,Netherlands,255
Tunisia,Poland,5
Tunisia,Rep. of Korea,25
Tunisia,Romania,97
Tunisia,Serbia and Kosovo: S/RES/1244 (1999),12
Tunisia,Slovakia,8
Tunisia,Slovenia,28
Tunisia,Spain,357
Tunisia,Sweden,113
Tunisia,Switzerland,158
Tunisia,United Kingdom of Great Britain and Northern Ireland,39
Tunisia,United States of America,49
Turkey,Algeria,11
Turkey,Armenia,6
Turkey,Australia,152
Turkey,Austria,313
Turkey,Belarus,12
Turkey,Belgium,671
Turkey,Bosnia and Herzegovina,39
Turkey,Brazil,27
Turkey,Bulgaria,11
Turkey,Burkina Faso,6
Turkey,Canada,317
Turkey,Colombia,5
Turkey,Croatia,89
Turkey,Cyprus,62
Turkey,Czechia,34
Turkey,Denmark,44
Turkey,Egypt,17
Turkey,Estonia,5
Turkey,Finland,152
Turkey,France,5203
Turkey,Georgia,94
Turkey,Germany,6562
Turkey,Ghana,6
Turkey,Greece,1621
Turkey,Iceland,6
